,id,created_at,date,user_name,screen_name,Sentimen_Title,text,retweets,replies,likes,quotes
869,1974015680417808480,2025-10-03 7:36:28,2025-10-03,🦔,pluffymonster,negatif,"@toe_giman @winnibelinda644 Udah ada, tapi dipaksa nggak mengaku karena racun MBG",0,0,0,0
870,1974015795530510393,2025-10-03 7:36:55,2025-10-03,The Viking,Badika_,netral,"Setiap Sendok MBG adalah senyum yang kembali di wajah anak anak kita. 

Jumat Bjorka 
Emil Tele Totobrut https://t.co/0njJX8gpev",0,0,0,0
871,1974015834721788201,2025-10-03 7:37:05,2025-10-03,Ken Savitri,KenSavitri35075,netral,"@Bett01829804 @aariejazz @newIding30 @mikuroQ @Mikuachsan @TeaZae68039 @narkosun @KaredokLeunca__ @RatnaPuspi16942 @IInayaturahmah @AngingMamiri26 @EviDrajat @Bambang01250678 @BiLLRaY2019 @bonapasogit24 @Condrom54866688 @CongKene_doewa @demokrasi_ruwet @AhmadAz16207908 @torosingo @sabdaprana @NgkongRoses @Tribunnord @judo_jsn @AndisBoga @achriesma @dsangg3 @Ramdan9975 MBG nanti jadi: Makanan Bette2 Ahc Garing, dong.",0,1,4,0
872,1974015849037271372,2025-10-03 7:37:08,2025-10-03,IDN Times Jabar,IDNTimesJabar,netral,Bulog Jabar Salurkan Beras Berkualitas ke SPPG untuk Penyediaan MBG https://t.co/Kj2Lfp5305,0,0,0,0
873,1974015980369031455,2025-10-03 7:37:39,2025-10-03,🧊𝖊𝖛𝖊𝖗𝖑𝖆𝖘𝖙𝖎𝖓𝖌🧊~𝖊𝖑~,NFiaLysa,negatif,"Please daripada mbg, mending perbaiki bangunan sekolah!! Atap2 yg bocor, tembok2 yg retak &amp; hampir roboh, cat ulang dindingnya yg banyak black mold itu! Sediakan bangku &amp; kursi yg layak pakai! Bangun &amp; rawat toilet yg layak!!! Gaji guru dg proper!!!!!",1,0,0,0
874,1974016044290170967,2025-10-03 7:37:55,2025-10-03,Abraham Samad,AbrSamad,netral,"https://t.co/RlTok0GKIL

Profesor Singapura: Gibran tidak pernah mengikuti pendidikan SMA di Singapura. Keracunan MBG. Saksikan selengkapnya di youtube Abraham Samad SPEAK UP. 

Jangan lupa subscribe, comment, like, &amp; share! https://t.co/wsXr2oW883",14,3,35,0
875,1974016116797419972,2025-10-03 7:38:12,2025-10-03,`,idolasirik,positif,@catsuohi Ngetik dulu i love mbg banget.,0,1,0,0
876,1974016151693787229,2025-10-03 7:38:20,2025-10-03,WeKa,wank37,negatif,"@alisyarief Kenapa pemerintah selaku pemberi ke bijakan MBG TDK mempersiapkannya dari awal, karena sesuatu bisa saja terjadi akibat makanan yg dibagikan secara masal, sepertinya pemerintahnya kurang perhitungan dan perencanaan .",0,0,1,0
877,1974016193385124093,2025-10-03 7:38:30,2025-10-03,Dr. Evil,saloka_akolas,negatif,@merapi_uncover MBG ini adalah program pengendalian populasi kah?,0,0,0,0
878,1974016212041441526,2025-10-03 7:38:35,2025-10-03,🍉momomunechika🍉,tarocotton,netral,@tanyarlfes cair dana mbg,0,0,0,0
879,1974016416194920682,2025-10-03 7:39:23,2025-10-03,D4NT3,G0LIATH87,positif,"Kapan kita bisa berterima kasih dan bersyukur bahwa negara hadir untuk rakyat lewat program MBG yg bermanfaat buat anak-anak, orang tua, UMKM dan masyarakat pencari kerja. Butuh banyak perbaikan iya, tapi masak iya dihentikan hanya karena kepentingan politik? Tega banget https://t.co/qP5ra3wfSk",1,0,5,0
880,1974016475024200101,2025-10-03 7:39:37,2025-10-03,Cahya Idris,cahya_idris6,netral,#SertifikasiSLHS jadi bukti MBG peduli keamanan pangan dan kesehatan masa depan anak bangsa https://t.co/v57sXQxwJS,0,0,0,0
881,1974016473841742310,2025-10-03 7:39:37,2025-10-03,JatimSatuNews JSN,jatimsatunews,positif,"SPPG Polri menerapkan sanitasi super ketat demi mencegah keracunan dalam Program MBG.
#jatim1news #Jakarta #MBG #SPPG #Polri #MakanBergiziGratis 
https://t.co/vpn513CxVz",0,0,0,0
882,1974016503885570103,2025-10-03 7:39:44,2025-10-03,Adam Sahiman,adamsahimann,positif,"79 dapur bermasalah kena sanksi BGN, dari teguran sampai penutupan. Bukti program ini serius jaga kualitas #mbg #. https://t.co/RW5Vgq4HRu",0,0,0,0
883,1974016502862098812,2025-10-03 7:39:44,2025-10-03,jayden💭,fixxbar_,netral,@txtdrimedia MBG sendiri adalah produk politik kocak🤣,0,0,0,0
884,1974016505726558569,2025-10-03 7:39:45,2025-10-03,Ayu Nafinda,ayunafindaa,netral,"Dari 9406 dapur MBG, 79 disanksi BGN. Tegas, karena dapur harus patuhi standar higienitas #mbg #. https://t.co/ESj5uMXRRI",0,0,0,0
885,1974016515516080267,2025-10-03 7:39:47,2025-10-03,Ira Nurjanah,IraNurjanafh,positif,79 dapur MBG bermasalah langsung disanksi BGN. Artinya kualitas gizi benar-benar dijaga ketat #mbg #. https://t.co/QP9oQsl2Cw,0,0,0,0
886,1974016515373490472,2025-10-03 7:39:47,2025-10-03,Devi ayumagnolvia,deviayumagnlvia,netral,Mendagri pastikan dapur MBG tak main-main. Sanksi 79 dapur bermasalah jadi bukti pengawasan serius #mbg #. https://t.co/O42SYaJ3vU,0,0,0,0
887,1974016530988798036,2025-10-03 7:39:51,2025-10-03,Naura Jasmine,naurajasminee,netral,"Air layak pakai, higienitas, sertifikasi halal: syarat wajib dapur MBG sesuai arahan BGN #mbg #. https://t.co/NmxdnFXw8C",0,0,0,0
888,1974016537041514946,2025-10-03 7:39:52,2025-10-03,Naufal Abraham,naufalabrahm,netral,"79 dapur disanksi, tapi ada 9327 dapur MBG lainnya yang beroperasi sesuai aturan BGN #mbg #. https://t.co/ttLP7P15QO",0,0,0,0
889,1974016536303087697,2025-10-03 7:39:52,2025-10-03,Hari Gunawan,hariigunawanx,netral,BGN wajibkan dapur MBG punya sertifikat higienis sanitasi dan air layak pakai dalam sebulan #mbg #. https://t.co/hLozDrEY5d,0,0,0,0
890,1974016541818581420,2025-10-03 7:39:53,2025-10-03,Lisyana Wati,LisyanaWati,negatif,BGN kasih waktu sebulan untuk dapur penuhi syarat sanitasi. Kalau lalai? Sanksi menanti #mbg #. https://t.co/A5rfe2L5g9,0,0,0,0
891,1974016539205775817,2025-10-03 7:39:53,2025-10-03,Navkana Aurellia,navkanaurellia,netral,"BGN kasih sanksi dapur bermasalah, mulai teguran hingga tutup sementara. Demi keamanan gizi anak bangsa #mbg #. https://t.co/xemYwcuS5q",0,0,0,0
892,1974016547103387931,2025-10-03 7:39:54,2025-10-03,Ebrahim Fadil,ebrafadil,netral,Sanksi dapur bermasalah menunjukkan BGN dan mendagri tidak kompromi pada standar gizi aman #mbg #. https://t.co/W8bcddY7ZV,0,0,0,0
893,1974016544603808128,2025-10-03 7:39:54,2025-10-03,Reren Hafani,rerenhafanniii,netral,"Mendagri dorong evaluasi menyeluruh dapur MBG. 79 bermasalah disanksi, sisanya wajib tingkatkan kualitas #mbg #. https://t.co/20kQ2hGYZ9",0,0,0,0
894,1974016544561901969,2025-10-03 7:39:54,2025-10-03,Della Widya Putri,delwdyp,negatif,Teguran sampai penutupan sementara jadi langkah BGN buat dapur bermasalah agar tak ulangi kesalahan #mbg #. https://t.co/4eNlnBRLrE,0,0,0,0
895,1974016570117480584,2025-10-03 7:40:00,2025-10-03,Dalila Gitari,dalilagtr,netral,"BGN bentuk tim investigasi untuk dapur MBG. Standar keamanan jadi harga mati, tak ada kompromi #mbg #. https://t.co/DceTNRdbdd",0,0,0,0
896,1974016635062391282,2025-10-03 7:40:15,2025-10-03,naufal i.p.,tianglistrik_id,negatif,"@mirdlemist artinya jelas... harus sebanyak mungkin anak pejabat yg di cekoki mbg sampe mati keracunan, termasuk yg masih SD sekalipun...",0,0,185,0
897,1974016685511156049,2025-10-03 7:40:27,2025-10-03,Orobosa Yusuf | 𝔽rAI,YonTech_X,netral,"@ZymeCore @multibank_io MultiBank x Bitbond dropping $MBG gems?
Loving the real-world asset twist.",0,0,0,0
898,1974016780642226274,2025-10-03 7:40:50,2025-10-03,Keju biru,BleuCheesee00,negatif,MBG ikan hiu,0,0,0,0
899,1974016820924633401,2025-10-03 7:41:00,2025-10-03,gratis freelance diskon affiliate promo shopee,EbimBim,netral,"Klaim  saldo pas install apk 
Shopeepay

Caranya: 
Upgrade ke Spay plus, login dg akun shopee &amp; masukin kode referral

FF6JWV5WP

diskon promo info freelance job receh zonauang verdonk bjorka bank saqu jumat taylor bpom stem father figure prabowo mbg
https://t.co/cziHHCGfVf https://t.co/yqzpWxh3W2",0,0,1,0
900,1974016826657911016,2025-10-03 7:41:01,2025-10-03,one@dharma,onedharma69,negatif,@ARSIPAJA Cuci ulang buat MBG...?????🤣🤣🤣🤣🤣,0,0,0,0
901,1974016851534365088,2025-10-03 7:41:07,2025-10-03,adimmmmm🌙,kkedemuull,negatif,"pas jaman covid, meninggal di covid in
ini keracunan MBG, yg disalahin asam lambung
kanjuruhan yang disalahin angin
gamma dibilang tawuran
ditabrak dan dilindes, bilang ketakutan

alangkah anjingnya negeri ini",2,1,0,0
902,1974016864888971579,2025-10-03 7:41:10,2025-10-03,Djokontol WihDongo Laknatullah,JkntolwihDongo,negatif,@RomeoWalker19 @FiD008 Salah... Mual tanda keracunan MBG🤪🤪,0,0,0,0
903,1974016982107500886,2025-10-03 7:41:38,2025-10-03,martinus pri hendratmoko,mprihendratmoko,negatif,@tempodotco Poster bagus. Ada faktanya. Ada korbannya. Sisi lain Pem melihatnya sbg protes MBG bernuansa politis merongrong wibawa Pem? Pem ngotot MBG prog bagus? Dirancang dng baik atau buru2 dan asal2 an. Akibatnya anggaran lepas kendali? Rawan untuk bancaan penyelewengan dana?,0,0,0,0
904,1974017011140489462,2025-10-03 7:41:45,2025-10-03,20DETIK,20detik,netral,Video: Melihat Rapid Test Menu MBG di SPPG Polri yang Dipuji BGN https://t.co/dvFSizwtz6,0,0,0,0
905,1974017029381185677,2025-10-03 7:41:49,2025-10-03,Harian Jogja,Harian_Jogja,netral,"Diduga Keracunan Menu MBG, 6 Siswa SD di Gunungkidul Masuk Rumah Sakit https://t.co/kFQVdn9T1N https://t.co/UuiBvzZ9xl",0,0,0,0
906,1974017029226319984,2025-10-03 7:41:49,2025-10-03,af,af_raidness,negatif,@jogja_base MBG ga ada yg beneran enak kecuali Mieayam Baso Gorengan,0,0,0,0
907,1974017161266880898,2025-10-03 7:42:21,2025-10-03,ᴊᴏᴇ,bejewiled,negatif,"@litblum kalau ada akal sehat sih harusnya diberhentikan dulu sih, evaluasi semua (kl masih kekeh ada mbg). Kapan yh akal sehat pemerintah bisa mikir gini :(",0,0,0,0
908,1974017201402491088,2025-10-03 7:42:30,2025-10-03,forfunnrevenge,mddrrro,positif,@randomable_ mbg 365T pendidikan 27T 🤣🤣🤣🤣🤣🤣🤣,0,0,0,0
909,1974017355618586738,2025-10-03 7:43:07,2025-10-03,ferizandra,ferizandra,netral,"Dugaan keracunan Makan Bergizi Gratis (MBG) terjadi di Kabupaten Kuningan tepatnya di SMA N 1 Luragung...

Dalam video dan foto yang beredar di media sosial terlihat para siswa yang memakai seragam pramuka sedang berbaring di ranjang puskesmas...

Kejadian tersebut dibenarkan https://t.co/tf7kerT4mP",1,0,5,1
910,1974017362241507703,2025-10-03 7:43:09,2025-10-03,myth,luchatore,netral,@KucengTerbanggg ini menu mbg kemaren ya,0,0,0,0
911,1974017437654782013,2025-10-03 7:43:27,2025-10-03,Samtimwong,exjohanastrea,negatif,@kemgelapan Lohhh mbg opo debus iki?!!!,0,0,0,0
912,1974017590881366409,2025-10-03 7:44:03,2025-10-03,Redaksi AboutMalang.com,_aboutmalangcom,netral,"Baca selengkapnya:

https://t.co/g9JROQlDPY",0,0,0,0
913,1974017618840596851,2025-10-03 7:44:10,2025-10-03,Kang Sarwo 🔻,WSarwa,negatif,@littlesemongko @jellypastaa @grok MBG,0,0,0,0
914,1974017624163152214,2025-10-03 7:44:11,2025-10-03,martinus pri hendratmoko,mprihendratmoko,negatif,@randomable_ Setuju. Pandangan positif dan konstruktif. Pem bisa faham tidak? Tetap ngotot MBG?,0,0,0,0
915,1974017688025350391,2025-10-03 7:44:26,2025-10-03,Jannah,rahmahnz,negatif,"@tanyakanrl Bukan avoidant kali tapi gugup 😭
Namanya sama org yg dia suka wajar bgt nervous. 
Diajak ngobrol aja trus tanyain kesukaannya apa, siapa tau nyambung. Atau ngobrol tentang berita umum, soal politik, fufufafa, kerjaan, fufufafa, MBG, apapun",0,1,0,0
916,1974017782267429031,2025-10-03 7:44:49,2025-10-03,🇲🇨Aqiaqi_heboh,AqiaqiH,negatif,"Terjadi lagi?
Usai santap menu MBG https://t.co/afnzpXJjc3",0,0,0,0
917,1974017810633547855,2025-10-03 7:44:56,2025-10-03,Energi Juang News,energijuangnews,negatif,"Data Keracunan MBG Beda Versi BPOM dan BGN, Kok bisa? https://t.co/H4faYIgDiT",0,0,1,0
918,1974017827871789372,2025-10-03 7:45:00,2025-10-03,detikcom,detikcom,netral,"Ombudsman ungkap empat potensi maladministrasi dalam program Makan Bergizi Gratis. Ditemukan pula delapan masalah utama, termasuk kasus keracunan. Ombudsman desak perbaikan regulasi hingga pengawasan ketat.

Via @detik_edu  https://t.co/pIlnNeKvs1",0,0,0,0
919,1974017897178464407,2025-10-03 7:45:16,2025-10-03,Ojo Kuwi Stuvid-19,Wisnubrata6,negatif,"@hipohan Mengerikan, sangat berisiko. Mengapa hrs berboncengan saat menyeberang?
MBG boleh² saja selama semua fasilitas pendidikan secara mudah &amp; murah yg bisa dinikmati oleh rakyat telah terpenuhi oleh negara.",0,0,0,0
920,1974018141341593673,2025-10-03 7:46:15,2025-10-03,Samtimwong,exjohanastrea,positif,"@tanyarlfes Gpp buk, masih enak ini daripada MBG",0,0,0,0
921,1974018178192642400,2025-10-03 7:46:23,2025-10-03,antaranews.com,antaranews,netral,"Kapolda Metro Jaya Irjen Asep Edi Suheri meninjau proses pembangunan SPPG.

 https://t.co/1uc57Yr9EU",0,0,0,0
922,1974018221184635023,2025-10-03 7:46:34,2025-10-03,Peanut,PeachieRuby_,negatif,Apa susahnya stop mbg si 😭😭😭,0,0,0,0
923,1974018323122675960,2025-10-03 7:46:58,2025-10-03,Roy Murphy X,ngambek088,negatif,@atasanpresidenr Kayaknya program mbg ini lebih banyak negatifnya deh ketimbang positifnya,0,0,1,0
924,1974018322179227952,2025-10-03 7:46:58,2025-10-03,Poncho,senshimeshi,negatif,Pejabat mbg siksa nerakanya adalah disuapin mbg belatungan sama malaikat aaamiin,0,0,1,0
925,1974018331263848840,2025-10-03 7:47:00,2025-10-03,Onorus chain,onorus7940,negatif,"@bangherwin Rkyat Indonesia yg 70 % sdh masuk katagoty ""MISKIN""&amp; atau"" DIMISKINKAN ""(versi Bank Dunia) gak perlu nanya lagi ke BPS versi "" pemerintahan "" yg menyebut MBG 99,9% SUKSES ( knapa bangsa Indonesia dibuat se TOLOL ini ya ? ) D.C sdh pernah ""makan"" MBG versi Rp.6500 an ? ( beracun)",0,0,1,0
926,1974018375173964064,2025-10-03 7:47:10,2025-10-03,antaranews.com,antaranews,netral,"SPPG Polri menerapkan standar sanitasi yang ketat guna memastikan program MBG aman dan higienis.

 https://t.co/LxF8wvbvmf",0,0,0,0
927,1974018395877294504,2025-10-03 7:47:15,2025-10-03,Arnold Saputra,arnold_sptr33,netral,#SertifikasiSLHS bentuk nyata komitmen pemerintah menjaga dapur MBG higienis demi kualitas pangan anak negeri https://t.co/rtgulCEygv,0,0,0,0
928,1974018438889627736,2025-10-03 7:47:25,2025-10-03,PEMBELA KEBENARAN,b1e9ca97b7144d3,netral,"@DS_yantie MBG membantu siswa untuk tumbuh cerdas. 
Program ini bersinergi dengan pendidikan dalam rangka mewujudkan generasi emas pada tahun 2045",0,0,0,0
929,1974018442308022400,2025-10-03 7:47:26,2025-10-03,Guru Gokil Murid Terampil,New_GGMT,positif,"BREAKING NEWS 
Ini MBG ala mbah @mbah_qinan 
Makan Berkah Gratis buat peserta didik saya 
Menu
Naskun, Oseng-oseng, telur dadar, timun, kerupuk, kurma, susu dan air kemasan https://t.co/atDh4WN5e7",0,1,3,0
930,1974018474994512256,2025-10-03 7:47:34,2025-10-03,Devi Rahmawati,devi_rhmwati65,positif,"Resep dapur MBG: komitmen pemerintah, standar tinggi #SertifikasiSLHS, kualitas makanan nomor satu https://t.co/4P0eiCcEtu",0,0,0,0
931,1974018505906303486,2025-10-03 7:47:41,2025-10-03,Senpai 🥷,OnchainSenpai,positif,"✨Tokenize Ritz-Carlton!
🚀 $3B RWA deal by MultiBank x MAG
🏠 Luxury real estate on-chain
💵 From $50 | 📈 8% APY
⚡ Powered by $MBG @multibank_io #BingXSpotBlast

Join w/t me 

https://t.co/SlmC4KqhVz
https://t.co/2u2KsFF6lK",0,0,0,0
932,1974018691030528299,2025-10-03 7:48:26,2025-10-03,Grok,grok,netral,"@CGribe14387 @tempodotco Postingan dari https://t.co/qloLQt0VQt ini membagikan sampul edisi mereka bertajuk ""Alasan Kuat Menghentikan MBG"" (Makan Bergizi Gratis). Artikel membahas alasan menghentikan program pemerintah ini karena kasus keracunan makanan di 22 provinsi, yang dianggap cukup untuk darurat",0,0,0,0
933,1974018771909009597,2025-10-03 7:48:45,2025-10-03,Faris Afif,Apeeeeep,negatif,Gendeng keracunan MBG disamain dengan COVID. #StopMBG,0,1,0,0
934,1974018892839158083,2025-10-03 7:49:14,2025-10-03,Kompas.com,kompascom,positif,"“Orang tua bisa lihat langsung menu apa yang kami sajikan hari itu. Jadi ada transparansi, bahwa makanan yang diterima anak-anak sesuai dengan standar gizi yang sudah ditetapkan,” kata Saiful.

Baca selengkapnya 👇
https://t.co/4IiOQ7DDo7

~LL #Transparansi #MBG https://t.co/KuyrA0CRq2",0,0,0,0
935,1974019143180652800,2025-10-03 7:50:13,2025-10-03,Ach_Faizal,Ach_Faizal,negatif,@Metro_TV Bisnis para pejabat.. coba dana MBG disalurkan ke sekolah2 seperti di Amerika atau China..jd berbagi tanggungjawab ke sekolah bukan disikat para pejabat.,0,0,0,0
936,1974019371329851846,2025-10-03 7:51:08,2025-10-03,🦦🪸,Smirkailee,positif,"@yoursecretmess1 @kaname2904 @HippoWrites ini mah elite mbg bgt, good job step",0,0,0,0
937,1974019400941367686,2025-10-03 7:51:15,2025-10-03,NBX funboy,Charles202524,negatif,"@tempodotco Faktanya udah jelas
1. Carut marutnya kontrol mutu dari mulai sertifikasi sehat dan spesifikasi dapur, lebih kearah bagi2 proyek abai thdp mutu menu 
2. Pengelolaan yang tidak jelas dari badan2 pelaksana MBG, semua tdak ada yg bertanggung jawab saat ada korban keracunan",0,1,1,0
938,1974019543627395352,2025-10-03 7:51:49,2025-10-03,🍦,Aliyaizuri,negatif,Benci banget tiap dengerin kasus mbg. Sayang udah gabisa ngata ngatain pemerentah bareng lagi,0,1,0,0
939,1974019666898227453,2025-10-03 7:52:18,2025-10-03,salma agit era'²⁶,akuamma_,netral,@mooikid iya itu juga dari mbg,0,1,1,0
940,1974019716789465428,2025-10-03 7:52:30,2025-10-03,SUMBAR,infoSumbar,netral,"Kasus Dugaan Keracunan Massal MBG di Agam Bertambah Jadi 86 Orang via @infosumbar https://t.co/lHDf905KKu

#infosumbar #Agam",0,0,0,0
941,1974019850633900517,2025-10-03 7:53:02,2025-10-03,Maya Cahyaningrum,maya_cahya90,netral,"@svaintlady Gimana pun juga, makan sehat untuk anak Papua bisa terwujud kalau banyak pihak terlibat bareng lewat MBG",0,0,0,0
942,1974019904492953758,2025-10-03 7:53:15,2025-10-03,ami🍉🍀,myinnerpeace01,negatif,ini apasih ges?! mbg sudah setara pandemi? pemerintah kita sendiri yang bikin program setara pandemi,0,0,0,0
943,1974019988341051725,2025-10-03 7:53:35,2025-10-03,Desmawarni,Missae92,positif,Dukungan masyarakat Papua terhadap Program Makan Bergizi Gratis (MBG) terus menguat karena manfaatnya nyata dalam memperbaiki gizi anak-anak.  #MBGPapua #PemudaPapuaSehat #GiziAnakPapua #PapuaBebasStunting https://t.co/RjdFTWwEIS,0,0,1,0
944,1974020010176835867,2025-10-03 7:53:40,2025-10-03,kopi jawi,kopijawi22,negatif,@zanatul_91 Kalo nggaji PJ MBG jika ada yg keracunan bisa disalahin...kalo gaji guru honeror g bisa diapa2in,0,0,0,0
945,1974020037590561029,2025-10-03 7:53:47,2025-10-03,Indonesia Crowd,IndonesiaCrowd,netral,"Bulog Jabar Serap 754 Ribu Ton Gabah, Dukung Program KDMP dan MBG https://t.co/iIoCJUAMBm",0,0,0,0
946,1974020043668099507,2025-10-03 7:53:48,2025-10-03,detikJabarofficial,detikjabar_,netral,"BGN menghentikan operasional satu SPPG di Jalan Raya Tagog Munding, Desa Citatah, Kec. Cipatat, KBB.

Penghentian operasional SPPG itu karena temuan soal pelaksanaan pencucian food tray untuk wadah menu MBG dianggap tidak sesuai dengan SOP dari BGN.

FULL: https://t.co/GdQKiXCK1r https://t.co/9YRcA7yajS",2,0,8,2
947,1974020097724350521,2025-10-03 7:54:01,2025-10-03,aznauri,aeahi01,negatif,Tinggal stop MBG apa susahnya,0,0,0,0
948,1974020114552152276,2025-10-03 7:54:05,2025-10-03,madyn🫧,madynbubblegum,negatif,"@hantherippler This is why i prefer silent when everyone asking what my major is, DIKATAIN MBG MULU",0,0,0,0
949,1974020114325373340,2025-10-03 7:54:05,2025-10-03,ℓea ☽̶☾,urlilea,negatif,"Secapek itu liat berita keracunan MBG, berita flotilla, Israel jahat, boycott KPop  sampe exo yg gajelas. Gini nih capeknya jd infj, semua dipikirin. Gak expect bngt sampe kebawa mimpi dan bangun2 aku udh nangis lol",0,0,0,0
950,1974020139776688550,2025-10-03 7:54:11,2025-10-03,Go Riau,GoRiauCom,netral,Anggota Fraksi Gerindra DPRD Riau Minta Pemerintah Daerah Ikut Awasi MBG https://t.co/vzA1n5wIA6,0,0,0,0
951,1974020184123056507,2025-10-03 7:54:22,2025-10-03,Rahman Azis,rahman_azis22,netral,Pemerintah hadir pastikan kualitas pangan MBG melalui #SertifikasiSLHS biar dapur selalu bersih dan kesehatan anak bangsa terjaga https://t.co/9c3wcKBBpi,0,0,0,0
952,1974020188552245639,2025-10-03 7:54:23,2025-10-03,ferizandra,ferizandra,negatif,@musaKSQ Hari ini sampe siang udah masuk 3 laporan keracunan MBG... mungkin bertambah lagi laporan yg masuk sore sampe malam... 😓,0,1,1,0
953,1974020195955138876,2025-10-03 7:54:24,2025-10-03,zara,4066za,negatif,ok... mengenaskan skli mbg nya https://t.co/oWztdPv7s9,0,0,0,0
954,1974020208777179515,2025-10-03 7:54:27,2025-10-03,⊕⚡TALIBAN BATIMHELL⚡⊕,FuzzyDS,netral,"MBG SD &amp; MBG SMA
Untung badag wowok https://t.co/qLXypCTHCk",0,0,0,0
955,1974020217488777574,2025-10-03 7:54:30,2025-10-03,aku si,palingGemesin,negatif,"@liyilyliy @toe_giman Iya betul tp Kalo makanan panas ditutup sebenernya udah ga enak sih rasanya. Tp itu bu gurunya bilang rasanya ga berubah.
Di dapur mbg dekat tempatku 1 dapur melayani 6000 porsi tiap hr. Masak dari jam 10 mlm. Dibagikan besoknya jam 9 pagi ke sekolah 3 kelurahan. Gmn ga ngebut",0,0,0,0
956,1974020251919790554,2025-10-03 7:54:38,2025-10-03,Aldean Tegar,aldean_tegar,positif,Dapur MBG makin dipercaya berkat #SertifikasiSLHS. Pemerintah pastikan semua proses higienitas jalan terus demi masa depan anak negeri https://t.co/LS4phRcobu,0,0,0,0
957,1974020294957572562,2025-10-03 7:54:48,2025-10-03,Litubi,sweethobbi,positif,MBG premium,0,0,0,0
958,1974020407498867055,2025-10-03 7:55:15,2025-10-03,Wibiandra Wibawanto,WibaWibawanto,negatif,"@randomable_ Yang penting tersalurkan.. Kan yg penting data mbg sukses 99,99%
Kemakan atau ngga, urusan sekolah sama anake",0,0,0,0
959,1974020518186713456,2025-10-03 7:55:41,2025-10-03,haibunda,haibundacom,netral,"Ramai Kasus Keracunan, Ini Tanggapan Orang Tua dan Siswa soal MBG https://t.co/0fTgRiQV1b",0,0,0,1
960,1974020614404125051,2025-10-03 7:56:04,2025-10-03,ferizandra,ferizandra,negatif,"@hadad_nurdin Ambil cuannya terlalu besar, ya, bib... untungnya BBM gak menyebabkan keracunan seperti MBG... 😷",0,1,1,0
961,1974020673262743576,2025-10-03 7:56:18,2025-10-03,Toni,Toni7216,netral,"@WagimanDeep212_ Ditempat anak sekolah saya ditemukan belatung di MBG langsung pihak sekolah ajak rapat orang tua murid,meminta jangan diviralkan",0,0,0,0
962,1974020724101914712,2025-10-03 7:56:30,2025-10-03,Aini Mahda,aini_mahda11,positif,Penerapan #SertifikasiSLHS di MBG bukti nyata pemerintah peduli kualitas pangan dan kesehatan generasi penerus Indonesia,0,0,0,0
963,1974020773636677806,2025-10-03 7:56:42,2025-10-03,J̲e̲n̲a̲ 🫧,wdeftones,negatif,mbg IKAN MEGALODON,0,0,0,0
964,1974020814090498353,2025-10-03 7:56:52,2025-10-03,epi🦕,succlathp,netral,@wrichhh disini mau mbg tp yg masak kantin sekolah😭,0,0,0,0
965,1974020860525895853,2025-10-03 7:57:03,2025-10-03,hanyata ฅ^•ﻌ•^ฅ,decalcomaniwhat,positif,"MBG
Makan bergizi gratis ❎⛔❌
Makan beracun gratis ✅🆗🆒",0,0,0,0
966,1974020863985844545,2025-10-03 7:57:04,2025-10-03,Pejuang_Sejati,pjuang_sejati,netral,60 Siswa di Kuningan Alami Diare Hingga Mual Usai Santap Menu MBG https://t.co/blNyAdy7pn,0,0,1,0
967,1974020884848652604,2025-10-03 7:57:09,2025-10-03,Nino Pratama,nino_pratama404,positif,Semua anak bangsa pantas makan dari dapur MBG yang standar higienitasnya terjaga #SertifikasiSLHS https://t.co/J4QjDJaKk5,0,0,0,0
968,1974020954042126340,2025-10-03 7:57:25,2025-10-03,Waspada Neo Polpotisme,boramaeri,netral,@LembagaKERIS MBG sektor pertahanan.. 🤭,0,0,1,0
969,1974021033079558149,2025-10-03 7:57:44,2025-10-03,chipi chipi chapa chapa,iniajagpp,negatif,"Aku ikhlas duit pajaknya buat ini, tapi kalo buat IKN / MBG sing gak jelas jluntrungane blassssssss gak ikhlas",1,0,4,0
970,1974021051295121572,2025-10-03 7:57:48,2025-10-03,Shabby 1312,shabrinahlwn,positif,@GoodRecom Lebih sehat cilok pinggir jalan drpd mbg,0,0,0,0
971,1974021155100242220,2025-10-03 7:58:13,2025-10-03,ᮕᮢᮛᮙ᮪ᮓ᮪ᮠᮔᮤ🔰,praramrandi,positif,Coba semangat program buka 19 jt lapangan pekerjaan sebesar semangat MBG,0,1,0,0
972,1974021171516748068,2025-10-03 7:58:17,2025-10-03,Mahen,mahendra_gnw,negatif,"@crepeschocxx @PopBase Bener! si Malik kamari ge ngajak aku gabung.
tapi bagian nyuci MBG.",0,1,0,0
973,1974021170430099550,2025-10-03 7:58:17,2025-10-03,Padang Galir,ubegebe1,negatif,Sudah 15 klaster keracunan MBG dalam minggu ini. Artinya perbaikan sistem dan teknisnya masih belum ke bawah. Masih di hembus-hembus dan ruang rapat. Saran saya simple saja. Awasi semua dapur 24 jam. Semua dapur!! Pastikan dari selesai dimasak sampai dimakan tak lebih 2 jam,3,0,2,1
974,1974021286520144241,2025-10-03 7:58:44,2025-10-03,cak,eieijustin,positif,@queerisy ikan hiu goreng ala MBG kak,0,1,0,0
975,1974021302097744138,2025-10-03 7:58:48,2025-10-03,Thirto,Adiwijaya_equal,negatif,"@toe_giman Lanjutkan MBG, yg bermasalah harus d evaluasi.",0,0,0,0
976,1974021322658152520,2025-10-03 7:58:53,2025-10-03,aale,govvernmint,positif,hiu mbg anti keracunan,0,0,0,0
